1999.57865 1999.59520 X 1999-07-30 05:00:00 1999-08-05 05:57:36
1999.59795 1999.61132 X 1999-08-06 06:00:00 1999-08-11 03:07:12
1999.61142 1999.62054 X 1999-08-11 04:00:00 1999-08-14 11:55:12
1999.62146 1999.62968 G 1999-08-14 20:00:00 1999-08-17 20:00:00
1999.62272 1999.62979 X 1999-08-15 07:00:00 1999-08-17 20:55:12
1999.62991 1999.64520 X 1999-08-17 22:00:00 1999-08-23 11:55:12
1999.64521 1999.65263 X 1999-08-23 12:00:00 1999-08-26 05:02:24
1999.64555 1999.65103 G 1999-08-23 15:00:00 1999-08-25 15:00:00
1999.65263 1999.66463 X 1999-08-26 05:00:00 1999-08-30 14:07:12
1999.66461 1999.67409 X 1999-08-30 14:00:00 1999-09-03 01:02:24
1999.67409 1999.68321 X 1999-09-03 01:00:00 1999-09-06 08:55:12
1999.67432 1999.67432 G 1999-09-03 03:00:00 1999-09-03 03:00:00
1999.68322 1999.69122 X 1999-09-06 09:00:00 1999-09-09 07:04:48
1999.69121 1999.70170 X 1999-09-09 07:00:00 1999-09-13 02:55:12
1999.69897 1999.70171 G 1999-09-12 03:00:00 1999-09-13 03:00:00
1999.70251 1999.70605 X 1999-09-13 10:00:00 1999-09-14 16:57:36
1999.70616 1999.72066 X 1999-09-14 18:00:00 1999-09-20 00:57:36
1999.72626 1999.73790 X 1999-09-22 02:00:00 1999-09-26 08:00:00
1999.73790 1999.74064 G 1999-09-26 08:00:00 1999-09-27 08:00:00
1999.73801 1999.75673 X 1999-09-26 09:00:00 1999-10-03 04:55:12
1999.75674 1999.76917 X 1999-10-03 05:00:00 1999-10-07 17:57:36
1999.75776 1999.76324 G 1999-10-03 14:00:00 1999-10-05 14:00:00
1999.77420 1999.77968 G 1999-10-09 14:00:00 1999-10-11 14:00:00
1999.77420 1999.78390 X 1999-10-09 14:00:00 1999-10-13 02:57:36
1999.78402 1999.80092 X 1999-10-13 04:00:00 1999-10-19 08:04:48
1999.80788 1999.82853 X 1999-10-21 21:00:00 1999-10-29 09:57:36
1999.84852 1999.86279 X 1999-11-05 17:00:00 1999-11-10 22:02:24
1999.85103 1999.85925 G 1999-11-06 15:00:00 1999-11-09 15:00:00
1999.86290 1999.87591 X 1999-11-10 23:00:00 1999-11-15 17:00:00
1999.87751 1999.88299 G 1999-11-16 07:00:00 1999-11-18 07:00:00
1999.87865 1999.89202 X 1999-11-16 17:00:00 1999-11-21 14:07:12
1999.89212 1999.90218 X 1999-11-21 15:00:00 1999-11-25 07:04:48
1999.92112 1999.94967 X 1999-12-02 05:00:00 1999-12-12 15:04:48
1999.92260 1999.92808 G 1999-12-02 18:00:00 1999-12-04 18:00:00
1999.94977 1999.95720 X 1999-12-12 16:00:00 1999-12-15 09:02:24
1999.95719 1999.97878 X 1999-12-15 09:00:00 1999-12-23 06:07:12
1999.97877 1999.99625 X 1999-12-23 06:00:00 1999-12-29 15:07:12
1999.97934 1999.98482 G 1999-12-23 11:00:00 1999-12-25 11:00:00
1999.99578 2000.00398 G 1999-12-29 11:00:00 2000-01-01 11:00:00
1999.99623 2000.02881 X 1999-12-29 15:00:00 2000-01-10 13:04:48
2000.02801 2000.03347 G 2000-01-10 06:00:00 2000-01-12 06:00:00
2000.02880 2000.05260 X 2000-01-10 13:00:00 2000-01-19 06:02:24
2000.05260 2000.06978 X 2000-01-19 06:00:00 2000-01-25 12:57:36
2000.07434 2000.07707 G 2000-01-27 05:00:00 2000-01-28 05:00:00
2000.07525 2000.09984 X 2000-01-27 13:00:00 2000-02-05 13:00:00
2000.09995 2000.11329 X 2000-02-05 14:00:00 2000-02-10 11:07:12
2000.10007 2000.10280 G 2000-02-05 15:00:00 2000-02-06 15:00:00
2000.11327 2000.13207 X 2000-02-10 11:00:00 2000-02-17 08:07:12
2000.14117 2000.14617 X 2000-02-20 16:00:00 2000-02-22 11:55:12
2000.14800 2000.15914 X 2000-02-23 04:00:00 2000-02-27 05:55:12
2000.14834 2000.15380 G 2000-02-23 07:00:00 2000-02-25 07:00:00
2000.15927 2000.17918 X 2000-02-27 07:00:00 2000-03-05 13:57:36
2000.17919 2000.19512 X 2000-03-05 14:00:00 2000-03-11 09:55:12
2000.19706 2000.21187 X 2000-03-12 03:00:00 2000-03-17 13:04:48
2000.21744 2000.22963 X 2000-03-19 14:00:00 2000-03-24 01:02:24
2000.22199 2000.23019 G 2000-03-21 06:00:00 2000-03-24 06:00:00
2000.22974 2000.24225 X 2000-03-24 02:00:00 2000-03-28 15:55:12
2000.24226 2000.25149 X 2000-03-28 16:00:00 2000-04-01 01:07:12
2000.25148 2000.25910 X 2000-04-01 01:00:00 2000-04-03 19:57:36
2000.26434 2000.28336 X 2000-04-05 18:00:00 2000-04-12 17:02:24
2000.29110 2000.29965 X 2000-04-15 13:00:00 2000-04-18 16:07:12
2000.29975 2000.31035 X 2000-04-18 17:00:00 2000-04-22 14:07:12
2000.31455 2000.32206 X 2000-04-24 03:00:00 2000-04-26 21:00:00
2000.33094 2000.34428 X 2000-04-30 03:00:00 2000-05-05 00:07:12
2000.36487 2000.37364 X 2000-05-12 13:00:00 2000-05-15 18:02:24
2000.37375 2000.38888 X 2000-05-15 19:00:00 2000-05-21 07:57:36
2000.39071 2000.40527 X 2000-05-22 00:00:00 2000-05-27 07:55:12
2000.41052 2000.42429 X 2000-05-29 06:00:00 2000-06-03 06:57:36
2000.41075 2000.41348 G 2000-05-29 08:00:00 2000-05-30 08:00:00
2000.42441 2000.43408 X 2000-06-03 08:00:00 2000-06-06 20:57:36
2000.43408 2000.44490 X 2000-06-06 21:00:00 2000-06-10 20:02:24
2000.44490 2000.45424 X 2000-06-10 20:00:00 2000-06-14 06:04:48
2000.45423 2000.46642 X 2000-06-14 06:00:00 2000-06-18 17:02:24
2000.45423 2000.45697 G 2000-06-14 06:00:00 2000-06-15 06:00:00
