269    2001-12-29T05:16   363.219      H4C  2001-12-29T05:16:00  2001-12-30T03:24:00  2001-12-30T19:10:00                 None
270    2001-12-30T20:05   364.837      H4C  2001-12-30T20:05:00  2001-12-30T23:10:00  2001-12-31T07:46:00                 None
271    2002-02-28T05:06    59.212      H4C  2002-02-28T05:06:00  2002-02-28T19:11:00  2002-03-01T23:15:00                 None
272    2002-03-18T13:22    77.557      H4C  2002-03-18T13:14:00  2002-03-19T06:14:00  2002-03-20T15:36:00                 None
275    2002-03-23T11:24    82.475      H4C  2002-03-23T11:24:00  2002-03-24T13:11:00  2002-03-25T21:36:00                 None
279    2002-04-14T12:56   104.539      H4C  2002-04-14T12:56:00  2002-04-14T15:21:00  2002-04-15T04:22:00                 None
281    2002-04-17T11:07   107.463      H4C  2002-04-17T11:01:00  2002-04-17T21:36:00  2002-04-19T08:22:00                 None
282    2002-04-19T08:24   109.350      H4C  2002-04-19T08:24:00  2002-04-20T06:57:00  2002-04-21T21:36:00                 None
283    2002-04-23T05:00   113.208      H4C  2002-04-23T05:00:00  2002-04-24T07:11:00  2002-04-24T23:59:00                 None
284    2002-05-10T11:09   130.465      H4C  2002-05-10T11:09:00  2002-05-10T22:20:00  2002-05-11T10:36:00                 None
285    2002-05-11T10:36   131.441      H4C  2002-05-11T10:30:00  2002-05-11T12:37:00  2002-05-11T20:23:00                 None
286    2002-05-18T19:45   138.823      H4C  2002-05-18T19:45:00  2002-05-19T03:30:00  2002-05-20T03:34:00                 None
287    2002-05-20T03:35   140.149      H4C  2002-05-20T03:35:00  2002-05-20T16:47:00  2002-05-21T21:35:00                 None
288    2002-05-23T10:44   143.447      H4C  2002-05-23T10:44:00  2002-05-23T23:02:00  2002-05-25T19:12:00                 None
294    2002-08-01T05:10   213.215      H4C  2002-08-01T05:12:00  2002-08-01T12:14:00  2002-08-01T23:15:00                 None
295    2002-08-01T23:09   213.965      H4C  2002-08-01T23:09:00  2002-08-02T07:12:00  2002-08-02T21:34:00                 None
296    2002-08-18T18:46   230.782      H4C  2002-08-18T18:40:00  2002-08-19T19:12:00  2002-08-21T13:25:00                 None
297    2002-08-26T11:16   238.469      H4C  2002-08-26T11:16:00  2002-08-26T14:23:00  2002-08-27T10:47:00                 None
299    2002-09-03T02:23   246.099      H4C  2002-09-03T02:23:00  2002-09-03T04:47:00  2002-09-04T01:12:00                 None
305    2002-09-30T07:54   273.329      H4C  2002-09-30T07:54:00  2002-09-30T22:04:00  2002-10-01T20:08:00                 None
308    2002-11-16T23:16   320.970      H4C  2002-11-16T23:16:00  2002-11-17T20:24:00  2002-11-18T23:58:00                 None
311    2002-12-21T03:21   354.708      H4C  2002-12-21T03:21:00  2002-12-21T10:20:00  2002-12-22T15:36:00                 None
312    2003-01-26T21:43    26.905      H4C  2003-01-26T21:43:00  2003-01-27T01:40:00  2003-01-27T16:04:00                 None
313    2003-02-01T13:06    32.546      H4C  2003-02-01T13:06:00  2003-02-02T19:11:00  2003-02-03T09:35:00                 None
316    2003-03-20T04:30    79.188      H4C  2003-03-20T04:30:00  2003-03-20T11:54:00  2003-03-20T22:22:00                 None
317    2003-05-09T04:55   129.205      H4C  2003-05-09T05:16:00  2003-05-09T09:27:00  2003-05-10T23:07:00                 None
322    2003-06-16T18:00   167.940      H4C  2003-06-16T22:33:00  2003-06-17T17:48:00  2003-06-18T08:18:00                 None
325    2003-08-04T20:23   216.850      H4C  2003-08-04T20:23:00  2003-08-05T01:10:00  2003-08-06T02:23:00                 None
328    2003-10-21T22:00   294.917      H4C  2003-10-21T22:00:00  2003-10-22T02:24:00  2003-10-24T02:24:00                 None
333    2003-10-29T06:11   302.258      H4C  2003-10-29T06:00:00  2003-10-29T11:16:00  2003-10-30T01:55:00                 None
334    2003-10-30T16:19   303.680      H4C  2003-10-30T16:12:00  2003-10-31T02:00:00  2003-10-31T12:00:00                 None
335    2003-11-20T08:35   324.358      H4C  2003-11-20T08:35:00  2003-11-20T11:31:00  2003-11-21T01:40:00                 None
336    2004-01-09T15:00     9.625      H4C  2004-01-09T15:00:00  2004-01-10T06:01:00  2004-01-11T05:02:00                 None
340    2004-04-03T09:55    94.413      H4C  2004-04-03T09:55:00  2004-04-04T01:11:00  2004-04-05T19:11:00                 None
345    2004-07-22T09:45   204.406      H4C  2004-07-22T09:45:00  2004-07-22T13:26:00  2004-07-24T05:45:00                 None
346    2004-07-24T05:32   206.231      H4C  2004-07-24T05:32:00  2004-07-24T07:12:00  2004-07-25T14:37:00                 None
347    2004-07-25T15:00   207.625      H4C                 None  2004-07-25T17:45:00  2004-07-26T03:34:00                 None
348    2004-07-26T22:25   208.934      H4C  2004-07-26T22:25:00  2004-07-27T01:12:00  2004-07-27T23:58:00                 None
351    2004-08-29T09:09   242.381      H4C  2004-08-29T09:09:00  2004-08-29T19:26:00  2004-08-30T21:21:00                 None
352    2004-09-13T19:42   257.820      H4C  2004-09-13T19:42:00  2004-09-14T17:59:00  2004-09-15T14:23:00                 None
353    2004-09-17T21:00   261.875      H4C  2004-09-17T20:52:00  2004-09-18T12:28:00  2004-09-19T16:58:00                 None
354    2004-11-07T18:00   312.750      H4C  2004-11-07T17:58:00  2004-11-07T22:46:00  2004-11-09T09:20:00                 None
356    2004-11-09T18:25   314.767      H4C  2004-11-09T18:25:00  2004-11-09T20:38:00  2004-11-10T16:47:00                 None
358    2004-11-11T16:47   316.700      H4C  2004-11-11T16:47:00  2004-11-12T08:35:00  2004-11-13T09:35:00                 None
359    2004-12-10T04:47   345.199      H4C                 None  2004-12-10T04:47:00  2004-12-10T21:35:00                 None
362    2005-01-07T08:44     7.364      H4C  2005-01-07T08:44:00  2005-01-07T14:23:00  2005-01-08T07:12:00                 None
363    2005-01-08T15:12     8.633      H4C  2005-01-08T15:12:00  2005-01-08T20:51:00  2005-01-09T17:45:00                 None
364    2005-01-16T09:27    16.394      H4C  2005-01-16T09:27:00  2005-01-16T15:35:00  2005-01-17T07:00:00                 None
365    2005-01-18T21:00    18.875      H4C  2005-01-18T21:35:00  2005-01-19T00:28:00  2005-01-20T02:23:00                 None
366    2005-01-21T16:46    21.699      H4C  2005-01-21T16:58:00  2005-01-21T23:45:00  2005-01-22T19:12:00                 None
368    2005-02-16T10:33    47.440      H4C  2005-02-16T10:33:00  2005-02-16T12:14:00  2005-02-16T23:30:00                 None
369    2005-02-17T22:00    48.917      H4C  2005-02-17T21:35:00  2005-02-18T14:52:00  2005-02-19T08:23:00                 None
370    2005-02-20T15:32    51.647      H4C  2005-02-20T15:32:00  2005-02-20T20:23:00  2005-02-22T07:11:00                 None
374    2005-05-15T02:10   135.090      H4C  2005-05-15T02:10:00  2005-05-15T05:31:00  2005-05-16T22:47:00                 None
375    2005-05-20T03:00   140.125      H4C  2005-05-20T04:47:00  2005-05-20T09:35:00  2005-05-22T02:23:00                 None
379    2005-06-12T06:50   163.285      H4C  2005-06-12T06:57:00  2005-06-12T15:07:00  2005-06-13T17:59:00                 None
380    2005-06-14T17:55   165.747      H4C  2005-06-14T17:55:00  2005-06-15T05:08:00  2005-06-16T08:23:00                 None
382    2005-07-10T02:42   191.113      H4C  2005-07-10T02:42:00  2005-07-10T10:47:00  2005-07-12T14:23:00                 None
383    2005-07-17T01:50   198.035      H4C                 None  2005-07-17T14:52:00  2005-07-18T05:59:00                 None
385    2005-08-10T04:47   222.200      H4C  2005-08-10T04:47:00  2005-08-10T06:14:00  2005-08-10T13:26:00                 None
394    2005-10-31T02:00   304.083      H4C                 None  2005-10-31T02:23:00  2005-10-31T18:42:00                 None
396    2006-02-05T18:14    36.760      H4C  2006-02-05T18:14:00  2006-02-05T20:23:00  2006-02-06T11:59:00                 None
397    2006-04-13T11:20   103.472      H4C  2006-04-13T13:26:00  2006-04-13T15:07:00  2006-04-14T11:02:00                 None
398    2006-04-14T13:00   104.549      H4C                 None  2006-04-14T13:11:00  2006-04-14T23:15:00                 None
399    2006-06-14T08:09   165.340      H4C                 None  2006-06-14T08:09:00  2006-06-14T16:25:00                 None
401    2006-07-09T20:40   190.861      H4C  2006-07-09T20:40:00  2006-07-10T17:45:00  2006-07-11T17:45:00                 None
402    2006-08-19T10:51   231.456      H4C  2006-08-19T09:38:00  2006-08-20T13:55:00  2006-08-21T17:02:00                 None
403    2006-08-30T21:06   242.879      H4C                 None  2006-08-30T20:38:00  2006-09-01T07:12:00                 None
404    2006-09-30T02:52   273.119      H4C  2006-09-30T02:52:00  2006-09-30T08:23:00  2006-09-30T22:03:00                 None
405    2006-11-01T21:21   305.931      H4C                 None  2006-11-01T21:21:00  2006-11-02T14:22:00                 None
406    2006-11-18T07:11   322.299      H4C                 None  2006-11-18T07:11:00  2006-11-20T04:47:00                 None
408    2006-12-14T13:51   348.577      H4C  2006-12-14T13:51:00  2006-12-14T22:36:00  2006-12-15T13:40:00                 None
410    2006-12-16T17:34   350.732      H4C  2006-12-16T17:34:00  2006-12-17T00:25:00  2006-12-17T19:11:00                 None
411    2007-01-14T11:44    14.488      H4C  2007-01-14T11:31:00  2007-01-14T11:44:00  2007-01-15T07:45:00                 None
412    2007-01-15T20:49    15.867      H4C                 None  2007-01-15T20:49:00  2007-01-16T04:45:00                 None
414    2007-03-29T15:04    88.628      H4C                 None  2007-03-29T15:04:00  2007-03-30T00:03:00                 None
415    2007-05-21T22:24   141.933      H4C  2007-05-21T22:40:00  2007-05-21T22:45:00  2007-05-22T13:25:00                 None
416    2007-06-08T05:16   159.219      H4C                 None  2007-06-08T05:45:00  2007-06-09T05:15:00                 None
418    2007-11-19T17:22   323.724      H4C  2007-11-19T17:22:00  2007-11-20T00:33:00  2007-11-20T11:31:00                 None
419    2007-12-25T16:06   359.672      H4C                 None  2007-12-25T16:19:00  2007-12-26T09:35:00                 None
421    2008-05-23T01:12   144.050      H4C                 None  2008-05-23T01:12:00  2008-05-23T10:47:00                 None
423    2008-09-03T16:33   247.690      H4C                 None  2008-09-03T16:33:00  2008-09-04T03:50:00                 None
424    2008-09-17T00:43   261.030      H4C  2008-09-17T00:43:00  2008-09-17T03:57:00  2008-09-18T08:09:00                 None
426    2008-12-04T03:00   339.125      H4C  2008-12-04T11:59:00  2008-12-04T16:47:00  2008-12-05T10:47:00                 None
427    2008-12-17T03:35   352.150      H4C                 None  2008-12-17T03:35:00  2008-12-17T15:35:00                 None
428    2009-01-02T01:41     2.070      H4C  2009-01-02T02:49:00  2009-01-02T04:48:00  2009-01-02T17:16:00                 None
430    2009-01-25T21:22    25.890      H4C                 None  2009-01-26T05:02:00  2009-01-26T15:21:00                 None
431    2009-02-03T19:21    34.807      H4C  2009-02-03T19:21:00  2009-02-04T01:12:00  2009-02-04T19:40:00                 None
432    2009-03-11T22:04    70.919      H4C  2009-03-11T22:04:00  2009-03-12T01:12:00  2009-03-13T01:40:00                 None
433    2009-04-05T16:04    95.669      H4C  2009-04-05T16:04:00  2009-04-05T17:02:00  2009-04-06T04:48:00                 None
434    2009-04-22T11:16   112.469      H4C  2009-04-22T11:16:00  2009-04-22T14:09:00  2009-04-22T20:38:00                 None
435    2009-06-03T13:40   154.570      H4C  2009-06-03T13:40:00  2009-06-03T20:52:00  2009-06-05T05:31:00                 None
